#	Summary: Metal Binding Proteins above treshold of 0.5

#	Ca	Co	Cu	Fe	K	Mg	Mn	Na	Ni	Zn

#	1268	348	390	820	886	1584	712	921	766	1623

ID	MetalBinding	Ca	Co	Cu	Fe	K	Mg	Mn	Na	Ni	Zn

7VP9_J	0.22	0.14	0.34	0.04	0.23	0.5	0.18	0.17	0.49	0.43	0.09

7VPX_B	0.33	0.16	0.2	0.06	0.08	0.2	0.19	0.03	0.03	0.41	0.39

7VPX_C	0.87	0.63	0.4	0.26	0.28	0.37	0.19	0.02	0.45	0.47	0.56

7VQF_A	0.57	0.09	0.24	0.32	0.03	0.3	0.49	0.08	0.27	0.47	0.48

7VRD_A	0.41	0.57	0.07	0.0	0.0	0.08	0.73	0.26	0.37	0.0	0.54

7VRD_B	0.41	0.57	0.09	0.0	0.0	0.09	0.71	0.25	0.4	0.0	0.52

7VRJ_C	0.4	0.13	0.26	0.15	0.59	0.61	0.24	0.4	0.51	0.61	0.42

7VRJ_L	0.38	0.32	0.27	0.01	0.45	0.31	0.59	0.57	0.32	0.23	0.28

7VRJ_M	0.43	0.12	0.32	0.0	0.78	0.51	0.63	0.24	0.19	0.6	0.36

7VRJ_Y	0.12	0.06	0.13	0.0	0.27	0.12	0.33	0.05	0.11	0.31	0.11

7VSL_A	0.64	0.37	0.07	0.01	0.03	0.1	0.64	0.02	0.43	0.03	0.62

7VT2_A	0.42	0.43	0.48	1.0	0.75	0.55	0.64	0.14	0.23	0.86	0.47

7VT2_S	0.42	0.43	0.49	1.0	0.75	0.55	0.64	0.14	0.23	0.86	0.47

7VU0_A	0.46	0.7	0.38	0.3	0.09	0.46	0.36	0.33	0.46	0.19	0.49

7VU2_A	0.67	0.24	0.29	0.31	0.05	0.36	0.41	0.12	0.45	0.45	0.49

7VUO_C	0.28	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

7VUS_B	0.35	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0

7VUT_A	0.35	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0

7VUU_B	0.35	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0

7VUW_N	0.39	0.02	0.86	1.0	0.97	0.06	0.83	0.0	0.95	1.0	0.44

7VV8_A	0.41	0.56	0.0	0.0	0.0	0.0	0.98	0.0	0.01	0.0	0.01

7VVB_A	0.41	0.55	0.0	0.0	0.0	0.0	0.99	0.0	0.01	0.0	0.0

7VX0_B	0.5	0.64	0.38	0.1	0.3	0.49	0.48	0.73	0.45	0.05	0.47

7VX8_A	0.4	0.33	0.41	0.29	0.09	0.31	0.61	0.41	0.36	0.05	0.36

7VY2_M	0.41	0.08	0.3	0.0	0.91	0.69	0.73	0.16	0.12	0.5	0.34

7VZG_A	0.51	0.44	0.42	0.15	0.52	0.48	0.4	0.72	0.51	0.16	0.46

7VZQ_B	0.48	0.63	0.41	0.09	0.28	0.48	0.51	0.74	0.45	0.05	0.46

7VZU_B	0.5	0.63	0.39	0.1	0.3	0.48	0.48	0.73	0.46	0.05	0.47

7W15_A	0.42	0.51	0.34	0.02	0.09	0.98	0.14	0.07	0.59	0.15	0.28

7W1Q_A	0.4	0.75	0.29	0.17	0.14	0.06	0.44	0.04	0.39	0.0	0.12

7W1Y_2	0.4	0.11	0.47	0.32	0.53	0.46	0.28	0.61	0.45	0.44	0.44

7W1Y_4	0.47	0.38	0.22	0.35	0.61	0.39	0.37	0.59	0.57	0.52	0.45

7W1Y_5	0.42	0.71	0.36	0.14	0.47	0.66	0.56	0.48	0.44	0.02	0.44

7W1Y_6	0.4	0.34	0.18	0.02	0.0	0.45	0.67	0.1	0.42	0.04	0.43

7W1Y_7	0.4	0.56	0.35	0.04	0.69	0.96	0.44	0.17	0.6	0.99	0.28

7W1Y_A	0.4	0.54	0.42	0.25	0.53	0.51	0.31	0.59	0.48	0.36	0.43

7W1Y_C	0.46	0.38	0.22	0.35	0.61	0.39	0.38	0.59	0.57	0.53	0.45

7W1Y_D	0.42	0.73	0.36	0.34	0.49	0.54	0.53	0.45	0.44	0.03	0.45

7W1Y_E	0.4	0.34	0.19	0.02	0.0	0.45	0.66	0.11	0.43	0.04	0.44

7W1Y_F	0.4	0.56	0.35	0.04	0.69	0.96	0.44	0.17	0.6	0.99	0.28

7W2A_A	0.41	0.53	0.31	0.2	0.13	0.47	0.51	0.4	0.45	0.36	0.47

7W2I_A	0.22	0.38	0.35	0.11	0.27	0.29	0.47	0.47	0.17	0.41	0.23

7W2S_A	0.43	0.68	0.38	0.09	0.51	0.5	0.61	0.29	0.38	0.03	0.49

7W2T_A	0.43	0.68	0.38	0.09	0.5	0.49	0.61	0.28	0.39	0.03	0.49

7W2T_B	0.43	0.68	0.38	0.09	0.51	0.5	0.61	0.29	0.38	0.03	0.49

7W2V_A	0.44	0.63	0.25	0.01	0.5	0.35	0.65	0.21	0.35	0.01	0.51

7W2W_A	0.43	0.68	0.38	0.09	0.51	0.5	0.61	0.28	0.38	0.03	0.49

7W3R_A	0.27	0.27	0.23	0.12	0.4	0.31	0.16	0.05	0.11	0.42	0.37

7W4Z_B	0.14	0.14	0.12	0.01	0.04	0.07	0.17	0.02	0.18	0.28	0.15

7W52_F	0.13	0.14	0.11	0.01	0.03	0.06	0.18	0.02	0.19	0.28	0.11

7W52_H	0.14	0.14	0.12	0.01	0.04	0.06	0.19	0.02	0.2	0.28	0.12

7W5C_A	0.31	0.44	0.31	0.06	0.0	0.24	0.57	0.42	0.45	0.17	0.25

7W5E_A	0.17	0.27	0.19	0.04	0.43	0.16	0.14	0.08	0.03	0.34	0.2

7W5E_B	0.19	0.2	0.28	0.04	0.4	0.18	0.07	0.19	0.51	0.45	0.1

7W5E_C	0.17	0.24	0.18	0.04	0.42	0.15	0.12	0.06	0.04	0.35	0.19

7W5E_D	0.18	0.57	0.41	0.17	0.4	0.31	0.09	0.19	0.22	0.29	0.18

7W5F_A	0.23	0.1	0.31	0.03	0.54	0.36	0.31	0.15	0.11	0.4	0.09

7W5H_A	0.23	0.12	0.31	0.03	0.55	0.36	0.31	0.15	0.09	0.4	0.09

7W5H_B	0.22	0.1	0.31	0.03	0.56	0.36	0.31	0.15	0.09	0.39	0.09

7W5I_A	0.22	0.1	0.31	0.03	0.56	0.36	0.31	0.15	0.09	0.39	0.09

7W5J_A	0.22	0.11	0.32	0.03	0.55	0.37	0.36	0.17	0.09	0.38	0.08

7W5S_A	0.44	0.24	0.39	0.49	0.07	0.44	0.3	0.09	0.43	0.45	0.47

7W5T_A	0.46	0.24	0.39	0.5	0.26	0.42	0.31	0.11	0.4	0.45	0.47

7W64_E	0.28	0.23	0.35	0.3	0.29	0.33	0.55	0.3	0.43	0.29	0.3

7W6A_C	0.58	0.04	0.26	0.3	0.01	0.41	0.38	0.09	0.42	0.43	0.48

7W6B_A	0.4	0.45	0.19	0.04	0.56	0.31	0.62	0.43	0.45	0.15	0.35

7W6L_C	0.59	0.07	0.31	0.43	0.02	0.31	0.19	0.27	0.35	0.39	0.48

7W6L_E	0.58	0.07	0.31	0.43	0.02	0.31	0.2	0.28	0.35	0.39	0.48

7W6U_A	0.67	0.29	0.5	0.33	0.07	0.31	0.44	0.24	0.47	0.33	0.58

7W6V_A	0.41	0.02	1.0	1.0	0.0	0.06	0.0	0.0	0.56	0.96	0.8

7W6W_B	0.4	0.0	0.58	0.0	0.9	0.24	0.0	1.0	0.11	0.02	0.46

7W78_A	0.4	0.03	0.23	0.0	0.55	0.23	0.63	0.27	0.36	0.1	0.24

7W7H_A	0.39	0.4	0.37	0.14	0.29	0.69	0.49	0.42	0.57	0.76	0.3

7W7H_B	0.39	0.4	0.37	0.14	0.3	0.7	0.5	0.41	0.57	0.76	0.3

7W86_A	0.61	0.15	0.29	0.12	0.5	0.28	0.09	0.09	0.04	0.43	0.43

7W8D_A	0.32	0.01	0.3	0.03	0.0	0.57	0.5	0.75	0.49	0.38	0.19

7W8F_A	0.34	0.15	0.32	0.29	0.31	0.52	0.51	0.2	0.46	0.45	0.41

7W8J_A	0.44	0.5	0.28	0.12	0.47	0.75	0.57	0.63	0.47	0.52	0.47

7W8L_A	0.39	0.37	0.89	0.52	0.68	0.39	0.23	0.28	0.24	0.63	0.39

7W9H_B	0.49	0.72	0.38	0.28	0.17	0.38	0.43	0.25	0.42	0.13	0.5

7W9Q_A	0.48	0.23	0.39	0.53	0.22	0.36	0.2	0.13	0.49	0.51	0.49

7W9S_A	0.4	0.28	0.27	0.72	0.38	0.37	0.46	0.28	0.5	0.47	0.47

7W9U_A	0.43	1.0	0.1	0.0	0.0	0.02	0.21	0.8	0.33	0.0	0.3

7W9U_C	0.43	1.0	0.1	0.0	0.0	0.02	0.21	0.8	0.33	0.0	0.3

7WA3_A	0.67	0.3	0.52	0.36	0.09	0.36	0.39	0.3	0.47	0.35	0.56

7WAE_A	0.4	0.84	0.43	0.84	0.0	0.2	0.65	0.5	0.85	0.0	0.05

7WAJ_A	0.32	0.28	0.33	0.23	0.45	0.31	0.37	0.41	0.32	0.46	0.42

7WAL_A	0.33	0.28	0.33	0.38	0.46	0.33	0.29	0.38	0.33	0.45	0.42

7WAO_A	0.33	0.28	0.31	0.22	0.42	0.26	0.5	0.38	0.36	0.4	0.42

7WB2_A	0.15	0.24	0.17	0.03	0.36	0.14	0.03	0.12	0.03	0.28	0.22

7WB2_B	0.17	0.24	0.17	0.04	0.36	0.14	0.12	0.06	0.04	0.34	0.2

7WB2_C	0.17	0.25	0.18	0.04	0.36	0.14	0.12	0.06	0.04	0.34	0.2

7WB2_D	0.17	0.28	0.18	0.05	0.35	0.15	0.12	0.06	0.04	0.35	0.2

7WBC_A	0.37	0.29	0.46	0.16	0.33	0.38	0.56	0.43	0.45	0.31	0.36

7WBO_A	0.93	0.64	0.22	0.21	0.2	0.43	0.18	0.01	0.49	0.37	0.75

7WCA_B	0.4	0.78	0.93	0.46	0.96	0.09	0.64	0.44	0.2	0.91	0.36

7WCF_A	0.22	0.54	0.45	0.25	0.0	0.32	0.18	0.08	0.44	0.36	0.16

7WCV_A	0.39	0.4	0.42	0.14	0.43	0.46	0.22	0.56	0.45	0.31	0.42

7WDB_A	0.4	0.57	0.27	0.21	0.45	0.71	0.38	0.27	0.5	0.72	0.42

7WDC_A	0.4	0.27	0.0	0.0	0.0	0.08	0.79	0.0	0.16	0.0	0.14

7WDC_B	0.4	0.27	0.0	0.0	0.0	0.08	0.79	0.0	0.16	0.0	0.14

7WDT_A	0.41	0.63	0.44	0.02	0.7	0.86	0.63	0.68	0.31	0.27	0.39

7WEG_A	0.33	0.1	0.37	0.79	0.02	0.35	0.43	0.11	0.34	0.29	0.41

7WFC_A	0.32	0.26	0.32	0.27	0.34	0.31	0.48	0.15	0.39	0.42	0.43

7WFX_A	0.4	0.34	0.21	0.04	0.0	0.29	0.6	0.33	0.4	0.06	0.4

7WFX_B	0.4	0.33	0.21	0.04	0.0	0.3	0.6	0.32	0.41	0.06	0.4

7WG1_A	0.4	0.34	0.21	0.04	0.0	0.29	0.6	0.33	0.4	0.06	0.4

7WG1_B	0.4	0.33	0.21	0.04	0.0	0.3	0.6	0.33	0.4	0.06	0.4

7WG2_A	0.4	0.34	0.21	0.04	0.0	0.29	0.6	0.33	0.4	0.06	0.4

7WG4_A	0.4	0.33	0.21	0.04	0.0	0.3	0.6	0.33	0.4	0.06	0.4

7WGR_A	0.41	0.55	0.2	0.02	0.29	0.18	0.64	0.21	0.44	0.01	0.49

7WH5_N	0.22	0.14	0.34	0.04	0.17	0.5	0.17	0.16	0.49	0.43	0.1

7WHF_G	0.39	0.65	0.43	0.22	0.25	0.37	0.39	0.43	0.42	0.17	0.29

7WHH_A	0.68	0.26	0.54	0.36	0.16	0.26	0.44	0.45	0.47	0.29	0.57

7WI1_A	0.41	0.5	0.35	0.34	0.28	0.44	0.44	0.16	0.42	0.39	0.46

7WID_C	0.38	0.29	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.34	0.4

7WID_F	0.38	0.29	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.34	0.4

7WID_H	0.38	0.28	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.34	0.4

7WID_J	0.38	0.28	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.34	0.4

7WID_K	0.38	0.28	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.34	0.4

7WID_L	0.38	0.3	0.46	0.7	0.02	0.52	0.41	0.58	0.46	0.34	0.4

7WID_N	0.38	0.28	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.34	0.4

7WIK_C	0.32	0.48	0.34	0.1	0.0	0.61	0.25	0.2	0.56	0.39	0.18

7WIR_A	0.4	0.12	0.99	1.0	0.0	0.35	0.0	0.88	0.94	1.0	0.22

7WJ6_A	0.32	0.31	0.3	0.19	0.01	0.33	0.53	0.13	0.42	0.37	0.44

7WJ6_B	0.31	0.33	0.34	0.22	0.02	0.37	0.38	0.1	0.42	0.43	0.43

7WJH_A	0.74	0.24	0.26	0.33	0.15	0.29	0.43	0.06	0.43	0.42	0.5

7WJL_A	1.0	0.38	0.04	0.0	0.0	1.0	0.03	0.03	0.67	0.03	0.85

7WJR_A	0.4	0.29	0.35	0.24	0.57	0.41	0.36	0.37	0.3	0.53	0.44

7WJV_A	0.46	0.05	0.16	0.0	0.0	0.53	0.68	0.84	0.34	0.02	0.57

7WJV_B	0.46	0.05	0.16	0.0	0.0	0.53	0.68	0.85	0.34	0.02	0.58

7WKL_A	0.4	0.38	0.37	0.25	0.57	0.41	0.37	0.32	0.31	0.55	0.44

7WKM_A	0.4	0.38	0.37	0.25	0.57	0.41	0.37	0.32	0.31	0.54	0.44

7WLD_K	0.37	0.55	0.36	0.14	0.34	0.34	0.51	0.33	0.29	0.31	0.44

7WM7_A	0.91	0.68	0.38	0.17	0.07	0.63	0.33	0.01	0.46	0.4	0.68

7WM7_B	0.91	0.69	0.4	0.17	0.07	0.63	0.35	0.01	0.45	0.4	0.67

7WMB_A	0.4	0.38	0.37	0.25	0.57	0.41	0.37	0.32	0.31	0.54	0.44

7WMD_A	0.4	0.65	0.31	0.56	0.15	0.62	0.46	0.18	0.47	0.38	0.46

7WMF_A	0.91	0.68	0.38	0.17	0.07	0.63	0.33	0.01	0.46	0.4	0.68

7WMK_A	0.4	0.65	0.31	0.56	0.15	0.62	0.46	0.18	0.47	0.38	0.46

7WN8_A	0.78	0.2	0.34	0.33	0.31	0.32	0.31	0.16	0.34	0.42	0.49

7WN8_L	0.62	0.25	0.15	0.36	0.02	0.3	0.45	0.02	0.51	0.54	0.54

7WN8_P	0.45	0.1	0.32	0.3	0.2	0.36	0.28	0.16	0.51	0.4	0.49

7WNK_D	0.4	0.0	0.58	0.0	0.9	0.23	0.0	1.0	0.11	0.02	0.46

7WNL_D	0.4	0.0	0.58	0.0	0.9	0.23	0.0	1.0	0.11	0.02	0.46

7WNM_B	0.68	0.26	0.54	0.36	0.16	0.26	0.44	0.45	0.47	0.29	0.57

7WNO_X	0.4	0.12	1.0	1.0	0.0	0.35	0.0	0.86	0.94	1.0	0.22

7WNT_A	0.4	0.21	0.36	0.19	0.27	0.53	0.44	0.61	0.57	0.5	0.44

7WPP_E	0.8	0.29	0.44	0.32	0.65	0.21	0.45	0.31	0.42	0.47	0.57

7WPP_F	0.84	0.41	0.45	0.35	0.59	0.3	0.4	0.09	0.44	0.53	0.57

7WPY_A	0.36	0.35	0.37	0.18	0.45	0.54	0.29	0.24	0.35	0.46	0.43

7WPY_C	0.36	0.35	0.37	0.18	0.45	0.54	0.29	0.24	0.35	0.46	0.43

7WPY_D	0.36	0.35	0.36	0.18	0.45	0.54	0.29	0.24	0.35	0.46	0.43

7WQG_A	0.4	0.68	0.43	0.23	0.02	0.27	0.18	0.14	0.43	0.21	0.35

7WQL_A	0.29	0.29	0.36	0.2	0.44	0.38	0.33	0.33	0.29	0.48	0.38

7WRB_A	0.74	0.44	0.22	0.28	0.56	0.79	0.42	0.13	0.44	0.35	0.56

7WRH_D	0.68	0.39	0.51	0.38	0.1	0.37	0.26	0.28	0.48	0.3	0.56

7WRR_A	0.46	0.56	0.23	0.11	0.09	0.33	0.6	0.21	0.5	0.12	0.51

7WSB_B	0.4	0.33	0.34	0.11	0.67	0.36	0.31	0.6	0.48	0.66	0.35

7WSF_A	0.7	0.29	0.12	0.26	0.03	0.26	0.47	0.01	0.47	0.45	0.61

7WSH_A	0.66	0.28	0.52	0.31	0.19	0.23	0.48	0.32	0.46	0.36	0.56

7WSS_A	0.4	0.69	0.4	0.17	0.09	0.45	0.52	0.53	0.48	0.1	0.36

7WSZ_A	0.84	0.23	0.29	0.35	0.24	0.37	0.13	0.09	0.47	0.39	0.56

7WT0_A	0.86	0.25	0.29	0.35	0.25	0.35	0.07	0.06	0.46	0.41	0.54

7WT3_A	0.4	0.12	0.24	0.14	0.03	0.32	0.62	0.11	0.51	0.21	0.5

7WT3_D	0.39	0.18	0.27	0.05	0.0	0.29	0.6	0.14	0.45	0.19	0.33

7WT4_D	0.4	0.14	0.24	0.09	0.0	0.31	0.61	0.09	0.48	0.19	0.48

7WT5_D	0.4	0.14	0.26	0.1	0.03	0.31	0.61	0.1	0.49	0.2	0.47

7WTZ_Y	0.87	0.27	0.13	0.29	0.2	0.24	0.47	0.01	0.45	0.29	0.75

7WUL_A	0.57	0.1	0.27	0.15	0.01	0.26	0.41	0.15	0.07	0.34	0.46

7WW2_A	0.4	0.32	0.3	0.35	0.47	0.39	0.36	0.26	0.47	0.52	0.44

7WW4_A	0.51	0.49	0.22	0.18	0.12	0.35	0.53	0.19	0.47	0.38	0.49

7WWN_A	0.19	0.37	0.24	0.26	0.02	0.21	0.26	0.07	0.22	0.42	0.18

7WWP_A	0.31	0.33	0.29	0.26	0.24	0.3	0.35	0.13	0.49	0.4	0.38

7WWT_A	1.0	0.24	0.0	1.0	0.0	1.0	0.0	0.0	0.23	0.0	1.0

7WWY_A	1.0	0.21	0.0	1.0	0.0	0.99	0.0	0.0	0.21	0.0	1.0

7WX0_A	1.0	0.24	0.0	1.0	0.0	1.0	0.0	0.0	0.23	0.0	1.0

7WX1_A	1.0	0.21	0.0	1.0	0.0	0.99	0.0	0.0	0.21	0.0	1.0

7WXX_A	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.45	0.87	1.0

7WYG_B	0.4	0.35	0.71	0.28	0.64	0.59	0.09	0.37	0.42	0.63	0.39

7WYT_A	0.41	0.38	0.27	0.0	0.0	1.0	0.81	0.36	0.55	0.64	0.3

7WZ0_A	0.4	0.5	0.2	0.0	0.0	1.0	0.81	0.29	0.66	0.96	0.19

7WZA_A	0.41	0.0	0.0	0.0	0.0	0.69	0.84	0.0	0.08	0.0	0.04

7WZB_A	0.79	0.3	0.46	0.36	0.54	0.3	0.3	0.17	0.4	0.47	0.5

7WZB_B	0.83	0.32	0.45	0.35	0.54	0.29	0.32	0.16	0.36	0.48	0.5

7WZU_A	0.84	0.57	0.1	0.0	0.44	0.14	0.5	0.0	0.53	1.0	0.32

7X01_A	0.43	0.25	0.37	0.26	0.51	0.45	0.26	0.3	0.4	0.44	0.44

7X0R_B	0.4	0.68	0.39	0.35	0.07	0.31	0.42	0.41	0.44	0.12	0.33

7X0Z_A	0.4	0.33	0.41	0.29	0.09	0.31	0.61	0.41	0.36	0.05	0.37

7X0Z_B	0.4	0.33	0.41	0.29	0.09	0.31	0.61	0.41	0.36	0.05	0.36

7X11_A	0.45	0.06	0.44	0.03	0.64	0.27	0.47	0.96	0.67	0.31	0.47

7X21_A	0.41	0.27	0.19	0.0	0.0	0.96	0.81	0.03	0.56	0.59	0.29

7X22_A	0.41	0.27	0.22	0.0	0.0	0.97	0.82	0.03	0.63	0.73	0.27

7X2N_A	0.34	0.4	0.43	0.69	0.46	0.4	0.28	0.32	0.36	0.43	0.38

7X36_A	0.37	0.44	0.42	0.25	0.53	0.37	0.32	0.37	0.4	0.47	0.39

7X4N_A	0.4	0.62	0.0	0.0	0.0	0.0	0.94	0.1	0.08	0.0	0.61

7X4N_E	0.39	0.36	0.3	0.13	0.37	0.28	0.58	0.37	0.42	0.15	0.3

7X4Q_A	0.4	0.21	0.39	0.26	0.52	0.46	0.3	0.37	0.35	0.46	0.44

7X4Q_B	0.47	0.2	0.39	0.28	0.52	0.45	0.31	0.36	0.36	0.45	0.44

7X4T_A	0.57	0.2	0.41	0.34	0.52	0.43	0.31	0.36	0.38	0.43	0.45

7X4T_B	0.4	0.21	0.39	0.26	0.52	0.46	0.31	0.37	0.35	0.47	0.44

7X5R_A	0.41	0.17	1.0	0.34	0.99	0.61	0.07	0.3	0.25	0.82	0.37

7X5U_A	0.4	0.05	1.0	0.31	1.0	0.63	0.08	0.29	0.22	0.84	0.37

7X5W_A	0.4	0.05	1.0	0.31	1.0	0.63	0.08	0.29	0.22	0.84	0.37

7X6F_C	0.15	0.03	0.25	0.0	0.0	0.37	0.57	0.14	0.18	0.32	0.04

7X6N_A	0.4	0.06	1.0	0.32	1.0	0.63	0.08	0.29	0.22	0.84	0.37

7X73_A	0.99	0.08	0.04	0.17	0.0	0.28	0.22	0.0	0.49	0.12	0.98

7X73_B	0.99	0.08	0.03	0.17	0.0	0.28	0.22	0.0	0.48	0.12	0.98

7X78_A	0.52	0.35	0.42	0.51	0.32	0.59	0.21	0.09	0.41	0.42	0.46

7X7H_A	0.28	0.37	0.5	0.19	0.0	0.49	0.12	0.09	0.43	0.48	0.3

7X7L_A	0.4	0.56	0.63	0.35	0.62	0.47	0.3	0.4	0.38	0.7	0.36

7X7L_B	0.4	0.56	0.63	0.35	0.62	0.48	0.3	0.4	0.38	0.7	0.36

7X7L_C	0.4	0.56	0.61	0.34	0.6	0.52	0.34	0.39	0.39	0.71	0.36

7X7L_D	0.4	0.56	0.63	0.35	0.62	0.48	0.3	0.4	0.38	0.7	0.36

7X7W_A	0.4	0.0	0.24	0.0	0.0	0.0	0.44	0.88	0.35	0.02	0.36

7X87_B	0.4	0.68	0.46	0.59	0.23	0.48	0.53	0.31	0.44	0.16	0.42

7X8E_A	0.49	0.23	0.36	0.32	0.46	0.34	0.46	0.42	0.44	0.43	0.48

7X8E_B	0.5	0.24	0.36	0.32	0.46	0.32	0.46	0.42	0.44	0.43	0.48

7X8E_D	0.49	0.23	0.36	0.32	0.46	0.34	0.46	0.42	0.44	0.43	0.48

7X8E_E	0.51	0.23	0.37	0.32	0.46	0.34	0.47	0.46	0.44	0.43	0.48

7X8E_F	0.5	0.23	0.36	0.32	0.46	0.34	0.46	0.42	0.44	0.43	0.48

7X8E_G	0.52	0.23	0.37	0.33	0.47	0.32	0.47	0.46	0.43	0.43	0.48

7X8H_A	0.41	0.18	1.0	0.34	0.99	0.61	0.08	0.3	0.25	0.83	0.37

7X9W_A	0.42	0.02	0.16	0.0	0.78	0.33	0.36	0.31	0.62	0.49	0.41

7X9X_B	0.4	0.3	0.4	0.06	0.64	0.38	0.44	0.47	0.3	0.63	0.37

7XA1_A	0.4	0.29	0.4	0.06	0.64	0.39	0.44	0.47	0.31	0.63	0.37

7XA2_A	0.4	0.3	0.4	0.06	0.64	0.38	0.44	0.47	0.31	0.63	0.37

7XA9_A	0.39	0.29	0.32	0.58	0.12	0.38	0.55	0.22	0.52	0.32	0.45

7XB6_A	0.38	0.39	0.41	0.57	0.19	0.29	0.56	0.41	0.43	0.27	0.4

7XBT_A	0.3	0.36	0.37	0.17	0.33	0.56	0.46	0.35	0.48	0.54	0.29

7XBZ_B	0.38	0.28	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.33	0.4

7XBZ_F	0.38	0.28	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.34	0.4

7XBZ_H	0.38	0.28	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.34	0.4

7XBZ_J	0.38	0.28	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.34	0.4

7XBZ_M	0.38	0.28	0.46	0.7	0.02	0.52	0.41	0.58	0.45	0.33	0.4

7XCA_A	0.69	0.29	0.34	0.36	0.03	0.55	0.17	0.08	0.47	0.37	0.5

7XD8_M	0.7	0.21	0.32	0.33	0.26	0.21	0.47	0.1	0.45	0.43	0.58

7XD8_P	0.7	0.21	0.34	0.34	0.34	0.21	0.47	0.11	0.46	0.47	0.58

7XD9_J	0.7	0.21	0.32	0.33	0.26	0.21	0.47	0.1	0.45	0.43	0.58

7XD9_P	0.7	0.21	0.32	0.33	0.26	0.21	0.47	0.1	0.45	0.43	0.58

7XDV_A	0.33	0.11	0.48	0.24	0.33	0.35	0.54	0.33	0.39	0.35	0.4

7XDV_B	0.33	0.11	0.48	0.24	0.33	0.35	0.54	0.33	0.39	0.35	0.4

7XDW_A	0.33	0.11	0.48	0.24	0.33	0.35	0.54	0.32	0.39	0.35	0.4

7XDY_A	0.33	0.11	0.48	0.24	0.33	0.35	0.54	0.33	0.37	0.35	0.4

7XDY_B	0.33	0.11	0.48	0.24	0.33	0.35	0.54	0.33	0.37	0.35	0.4

7XE1_A	0.99	0.32	0.02	0.11	0.03	0.98	0.23	0.0	0.52	0.0	1.0

7XE1_B	1.0	0.3	0.02	0.04	0.03	0.96	0.26	0.0	0.53	0.0	1.0

7XE2_B	0.99	0.32	0.02	0.1	0.03	0.98	0.24	0.0	0.52	0.0	1.0

7XE3_A	1.0	0.3	0.02	0.04	0.03	0.96	0.25	0.0	0.53	0.0	1.0

7XE3_B	0.99	0.32	0.02	0.1	0.03	0.98	0.24	0.0	0.52	0.0	1.0

7XEZ_A	1.0	0.19	0.0	0.0	0.0	0.28	0.1	0.0	0.54	0.0	1.0

7XFG_A	1.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.54	0.0	1.0

7XGA_A	0.97	0.03	0.11	0.2	0.0	0.35	0.26	0.01	0.47	0.17	0.91

7XGC_A	0.4	0.0	0.01	0.0	0.0	0.0	0.22	1.0	0.14	0.0	0.25

7XGJ_A	1.0	1.0	1.0	0.02	0.0	0.97	0.03	0.0	0.44	0.07	1.0

7XGT_A	0.58	0.11	0.34	0.45	0.15	0.29	0.14	0.32	0.47	0.39	0.51

7XGT_B	0.58	0.1	0.34	0.44	0.15	0.29	0.14	0.32	0.47	0.39	0.51

7XHT_A	0.4	0.75	0.32	0.31	0.5	0.15	0.55	0.16	0.36	0.0	0.17

7XHW_A	0.93	0.54	0.09	0.0	0.71	0.1	0.52	0.0	0.55	0.99	0.35

7XI9_A	0.7	0.2	0.3	0.41	0.24	0.42	0.32	0.27	0.49	0.34	0.63

7XIB_A	0.58	0.22	0.36	0.34	0.07	0.39	0.26	0.69	0.49	0.26	0.51

7XJ4_A	0.41	0.28	0.08	0.0	0.0	0.36	0.7	0.92	0.19	0.02	0.17

7XJB_A	0.39	0.05	0.01	0.01	0.0	1.0	0.74	0.02	0.7	0.9	0.04

7XJV_A	0.28	0.46	0.38	0.23	0.01	0.4	0.31	0.41	0.5	0.48	0.18

7XJV_B	0.28	0.46	0.38	0.23	0.01	0.4	0.3	0.41	0.5	0.48	0.18

7XJV_C	0.4	0.33	0.33	0.28	0.59	0.39	0.27	0.43	0.54	0.72	0.36

