pdbid,labels,predictions
8df2_B,2,0.0
8df2_B,3,0.0
8df2_B,4,0.0
8df2_B,5,0.616
8df2_B,6,0.0
8df2_B,7,0.0
8df2_B,8,0.0
8df2_B,9,1.0
8dt6_A,0,0.69
8dt6_A,1,0.0
8dt6_A,2,0.0
8dt6_A,3,0.0
8dt6_A,4,0.0
8dt6_A,5,0.755
8dt6_A,6,0.0
8dt6_A,7,0.0
8dt6_A,8,0.0
8dt6_A,9,0.556
8df2_C,0,0.952
8df2_C,1,0.0
8df2_C,2,0.0
8df2_C,3,0.0
8df2_C,4,0.0
8df2_C,5,0.562
8df2_C,6,0.0
8df2_C,7,0.0
8df2_C,8,0.0
8df2_C,9,1.0
8df2_C,0,0.952
8df2_C,1,0.0
8df2_C,2,0.0
8df2_C,3,0.0
8df2_C,4,0.0
8df2_C,5,0.562
8df2_C,6,0.0
8df2_C,7,0.0
8df2_C,8,0.0
8df2_C,9,1.0
8dt6_B,0,0.0
8dt6_B,1,0.0
8dt6_B,2,0.0
8dt6_B,3,0.0
8dt6_B,4,0.0
8dt6_B,5,0.0
8dt6_B,6,0.0
8dt6_B,7,0.0
8dt6_B,8,0.0
8dt6_B,9,0.575
8df5_E,0,0.0
8df5_E,1,0.0
8df5_E,2,0.0
8df5_E,3,0.0
8df5_E,4,0.0
8df5_E,5,0.0
8df5_E,6,0.0
8df5_E,7,0.0
8df5_E,8,0.0
8df5_E,9,1.0
8dt6_C,0,0.887
8dt6_C,1,0.0
8dt6_C,2,0.0
8dt6_C,3,0.0
8dt6_C,4,0.0
8dt6_C,5,0.0
8dt6_C,6,0.0
8dt6_C,7,0.0
8dt6_C,8,0.0
8dt6_C,9,0.572
8df5_F,0,0.0
8df5_F,1,0.0
8df5_F,2,0.0
8df5_F,3,0.0
8df5_F,4,0.0
8df5_F,5,0.0
8df5_F,6,0.0
8df5_F,7,0.0
8df5_F,8,0.0
8df5_F,9,1.0
8dt6_D,0,0.56
8dt6_D,1,0.0
8dt6_D,2,0.0
8dt6_D,3,0.0
8dt6_D,4,0.0
8dt6_D,5,0.0
8dt6_D,6,0.0
8dt6_D,7,0.0
8dt6_D,8,0.0
8dt6_D,9,0.0
8dgd_A,0,0.941
8dgd_A,1,0.0
8dgd_A,2,0.0
8dgd_A,3,0.0
8dgd_A,4,0.0
8dgd_A,5,0.938
8dgd_A,6,0.829
8dgd_A,7,0.0
8dgd_A,8,0.532
8dgd_A,9,0.983
8dte_A,0,0.501
8dte_A,1,0.0
8dte_A,2,0.0
8dte_A,3,0.0
8dte_A,4,0.0
8dte_A,5,0.0
8dte_A,6,0.0
8dte_A,7,0.0
8dte_A,8,0.0
8dte_A,9,0.703
8dge_A,0,0.985
8dge_A,1,0.0
8dge_A,2,0.0
8dge_A,3,0.0
8dge_A,4,0.0
8dge_A,5,0.0
8dge_A,6,0.0
8dge_A,7,0.0
8dge_A,8,0.0
8dge_A,9,0.769
8dge_A,0,0.985
8dge_A,1,0.0
8dge_A,2,0.0
8dge_A,3,0.0
8dge_A,4,0.0
8dge_A,5,0.0
8dge_A,6,0.0
8dge_A,7,0.0
8dge_A,8,0.0
8dge_A,9,0.769
8dtj_A,0,0.0
8dtj_A,1,0.0
8dtj_A,2,0.0
8dtj_A,3,0.0
8dtj_A,4,0.0
8dtj_A,5,0.907
8dtj_A,6,0.631
8dtj_A,7,0.519
8dtj_A,8,0.509
8dtj_A,9,0.928
8dge_B,0,0.981
8dge_B,1,0.0
8dge_B,2,0.0
8dge_B,3,0.0
8dge_B,4,0.0
8dge_B,5,0.0
8dge_B,6,0.0
8dge_B,7,0.0
8dge_B,8,0.0
8dge_B,9,0.836
8dge_B,0,0.981
8dge_B,1,0.0
8dge_B,2,0.0
8dge_B,3,0.0
8dge_B,4,0.0
8dge_B,5,0.0
8dge_B,6,0.0
8dge_B,7,0.0
8dge_B,8,0.0
8dge_B,9,0.836
8dtj_B,0,0.0
8dtj_B,1,0.0
8dtj_B,2,0.0
8dtj_B,3,0.0
8dtj_B,4,0.0
8dtj_B,5,0.903
8dtj_B,6,0.577
8dtj_B,7,0.502
8dtj_B,8,0.503
8dtj_B,9,0.925
8dge_C,0,0.981
8dge_C,1,0.0
8dge_C,2,0.0
8dge_C,3,0.0
8dge_C,4,0.0
8dge_C,5,0.0
8dge_C,6,0.0
8dge_C,7,0.0
8dge_C,8,0.0
8dge_C,9,0.833
8dge_C,0,0.981
8dge_C,1,0.0
8dge_C,2,0.0
8dge_C,3,0.0
8dge_C,4,0.0
8dge_C,5,0.0
8dge_C,6,0.0
8dge_C,7,0.0
8dge_C,8,0.0
8dge_C,9,0.833
8dtn_F,0,0.0
8dtn_F,1,0.0
8dtn_F,2,0.0
8dtn_F,3,0.0
8dtn_F,4,0.0
8dtn_F,5,0.0
8dtn_F,6,0.0
8dtn_F,7,0.0
8dtn_F,8,0.0
8dtn_F,9,1.0
8dge_D,0,0.982
8dge_D,1,0.0
8dge_D,2,0.0
8dge_D,3,0.0
8dge_D,4,0.0
8dge_D,5,0.0
8dge_D,6,0.0
8dge_D,7,0.0
8dge_D,8,0.0
8dge_D,9,0.77
8dge_D,0,0.982
8dge_D,1,0.0
8dge_D,2,0.0
8dge_D,3,0.0
8dge_D,4,0.0
8dge_D,5,0.0
8dge_D,6,0.0
8dge_D,7,0.0
8dge_D,8,0.0
8dge_D,9,0.77
8dvl_A,0,0.865
8dvl_A,1,0.0
8dvl_A,2,0.0
8dvl_A,3,0.0
8dvl_A,4,0.0
8dvl_A,5,0.0
8dvl_A,6,0.0
8dvl_A,7,0.0
8dvl_A,8,0.0
8dvl_A,9,0.0
8dh6_b,0,0.0
8dh6_b,1,0.0
8dh6_b,2,0.997
8dh6_b,3,0.634
8dh6_b,4,0.813
8dh6_b,5,0.0
8dh6_b,6,0.0
8dh6_b,7,0.0
8dh6_b,8,0.0
8dh6_b,9,0.832
8dvm_A,0,0.852
8dvm_A,1,0.0
8dvm_A,2,0.0
8dvm_A,3,0.0
8dvm_A,4,0.0
8dvm_A,5,0.0
8dvm_A,6,0.0
8dvm_A,7,0.0
8dvm_A,8,0.0
8dvm_A,9,0.0
8dhl_A,0,0.883
8dhl_A,1,0.0
8dhl_A,2,0.0
8dhl_A,3,0.0
8dhl_A,4,0.0
8dhl_A,5,0.0
8dhl_A,6,0.596
8dhl_A,7,0.0
8dhl_A,8,0.0
8dhl_A,9,0.502
8dvn_A,0,0.835
8dvn_A,1,0.0
8dvn_A,2,0.0
8dvn_A,3,0.0
8dvn_A,4,0.0
8dvn_A,5,0.0
8dvn_A,6,0.0
8dvn_A,7,0.0
8dvn_A,8,0.0
8dvn_A,9,0.0
8dhl_B,0,0.91
8dhl_B,1,0.0
8dhl_B,2,0.0
8dhl_B,3,0.0
8dhl_B,4,0.0
8dhl_B,5,0.806
8dhl_B,6,0.758
8dhl_B,7,0.0
8dhl_B,8,0.0
8dhl_B,9,0.518
8dvp_A,0,0.528
8dvp_A,1,0.0
8dvp_A,2,0.0
8dvp_A,3,0.0
8dvp_A,4,0.0
8dvp_A,5,0.0
8dvp_A,6,0.0
8dvp_A,7,0.0
8dvp_A,8,0.0
8dvp_A,9,1.0
8dht_A,0,0.561
8dht_A,1,0.0
8dht_A,2,0.0
8dht_A,3,0.0
8dht_A,4,0.0
8dht_A,5,0.991
8dht_A,6,0.77
8dht_A,7,0.652
8dht_A,8,0.687
8dht_A,9,0.0
8dvs_A,0,0.0
8dvs_A,1,0.0
8dvs_A,2,0.0
8dvs_A,3,0.0
8dvs_A,4,0.0
8dvs_A,5,0.872
8dvs_A,6,0.0
8dvs_A,7,0.0
8dvs_A,8,0.0
8dvs_A,9,1.0
8dhy_A,0,0.606
8dhy_A,1,0.0
8dhy_A,2,0.0
8dhy_A,3,0.0
8dhy_A,4,0.0
8dhy_A,5,0.0
8dhy_A,6,0.0
8dhy_A,7,0.0
8dhy_A,8,0.0
8dhy_A,9,0.621
8dvu_A,0,0.0
8dvu_A,1,0.0
8dvu_A,2,0.0
8dvu_A,3,0.0
8dvu_A,4,0.0
8dvu_A,5,0.889
8dvu_A,6,0.0
8dvu_A,7,0.506
8dvu_A,8,0.0
8dvu_A,9,1.0
8di0_B,0,0.895
8di0_B,1,0.0
8di0_B,2,0.0
8di0_B,3,0.0
8di0_B,4,0.0
8di0_B,5,0.982
8di0_B,6,0.646
8di0_B,7,0.683
8di0_B,8,0.0
8di0_B,9,0.0
8dvy_A,0,0.0
8dvy_A,1,0.0
8dvy_A,2,0.0
8dvy_A,3,0.0
8dvy_A,4,0.0
8dvy_A,5,0.505
8dvy_A,6,0.0
8dvy_A,7,0.0
8dvy_A,8,0.0
8dvy_A,9,1.0
8djf_A,0,0.998
8djf_A,1,0.0
8djf_A,2,0.0
8djf_A,3,0.0
8djf_A,4,0.0
8djf_A,5,0.72
8djf_A,6,0.0
8djf_A,7,0.0
8djf_A,8,0.0
8djf_A,9,0.0
8dw7_A,0,0.554
8dw7_A,1,0.0
8dw7_A,2,0.0
8dw7_A,3,0.0
8dw7_A,4,0.0
8dw7_A,5,0.525
8dw7_A,6,0.0
8dw7_A,7,0.0
8dw7_A,8,0.0
8dw7_A,9,1.0
8djh_A,0,0.883
8djh_A,1,0.0
8djh_A,2,0.0
8djh_A,3,0.0
8djh_A,4,0.0
8djh_A,5,0.0
8djh_A,6,0.0
8djh_A,7,0.898
8djh_A,8,0.82
8djh_A,9,0.0
8dw7_D,0,0.54
8dw7_D,1,0.0
8dw7_D,2,0.0
8dw7_D,3,0.0
8dw7_D,4,0.0
8dw7_D,5,0.549
8dw7_D,6,0.0
8dw7_D,7,0.0
8dw7_D,8,0.0
8dw7_D,9,1.0
8djv_A,0,0.559
8djv_A,1,0.0
8djv_A,2,0.0
8djv_A,3,0.0
8djv_A,4,0.0
8djv_A,5,0.961
8djv_A,6,0.95
8djv_A,7,0.0
8djv_A,8,0.0
8djv_A,9,0.717
8dwk_A,0,0.0
8dwk_A,1,0.653
8dwk_A,2,0.0
8dwk_A,3,0.0
8dwk_A,4,0.849
8dwk_A,5,0.0
8dwk_A,6,0.973
8dwk_A,7,0.0
8dwk_A,8,0.0
8dwk_A,9,0.808
8dkr_B,0,0.51
8dkr_B,1,0.0
8dkr_B,2,0.0
8dkr_B,3,0.0
8dkr_B,4,0.0
8dkr_B,5,0.978
8dkr_B,6,0.707
8dkr_B,7,0.0
8dkr_B,8,0.0
8dkr_B,9,0.514
8dx0_B,0,0.0
8dx0_B,1,0.0
8dx0_B,2,0.0
8dx0_B,3,0.0
8dx0_B,4,0.0
8dx0_B,5,0.555
8dx0_B,6,0.0
8dx0_B,7,0.0
8dx0_B,8,0.535
8dx0_B,9,0.0
8dl1_A,0,0.983
8dl1_A,1,0.0
8dl1_A,2,0.0
8dl1_A,3,0.0
8dl1_A,4,0.0
8dl1_A,5,0.0
8dl1_A,6,0.0
8dl1_A,7,0.0
8dl1_A,8,0.0
8dl1_A,9,0.844
8dl1_A,0,0.983
8dl1_A,1,0.0
8dl1_A,2,0.0
8dl1_A,3,0.0
8dl1_A,4,0.0
8dl1_A,5,0.0
8dl1_A,6,0.0
8dl1_A,7,0.0
8dl1_A,8,0.0
8dl1_A,9,0.844
8dze_A,0,0.0
8dze_A,1,0.0
8dze_A,2,0.0
8dze_A,3,0.0
8dze_A,4,0.0
8dze_A,5,0.918
8dze_A,6,0.0
8dze_A,7,0.615
8dze_A,8,0.689
8dze_A,9,1.0
8dl1_B,0,0.986
8dl1_B,1,0.0
8dl1_B,2,0.0
8dl1_B,3,0.0
8dl1_B,4,0.0
8dl1_B,5,0.0
8dl1_B,6,0.0
8dl1_B,7,0.0
8dl1_B,8,0.0
8dl1_B,9,0.74
8dl1_B,0,0.986
8dl1_B,1,0.0
8dl1_B,2,0.0
8dl1_B,3,0.0
8dl1_B,4,0.0
8dl1_B,5,0.0
8dl1_B,6,0.0
8dl1_B,7,0.0
8dl1_B,8,0.0
8dl1_B,9,0.74
8dzk_A,0,0.0
8dzk_A,1,0.673
8dzk_A,2,0.0
8dzk_A,3,0.789
8dzk_A,4,0.943
8dzk_A,5,0.0
8dzk_A,6,0.956
8dzk_A,7,0.0
8dzk_A,8,0.0
8dzk_A,9,0.971
8dzk_A,0,0.0
8dzk_A,1,0.673
8dzk_A,2,0.0
8dzk_A,3,0.789
8dzk_A,4,0.943
8dzk_A,5,0.0
8dzk_A,6,0.956
8dzk_A,7,0.0
8dzk_A,8,0.0
8dzk_A,9,0.971
8dl1_C,0,0.983
8dl1_C,1,0.0
8dl1_C,2,0.0
8dl1_C,3,0.0
8dl1_C,4,0.0
8dl1_C,5,0.0
8dl1_C,6,0.0
8dl1_C,7,0.0
8dl1_C,8,0.0
8dl1_C,9,0.802
8dl1_C,0,0.983
8dl1_C,1,0.0
8dl1_C,2,0.0
8dl1_C,3,0.0
8dl1_C,4,0.0
8dl1_C,5,0.0
8dl1_C,6,0.0
8dl1_C,7,0.0
8dl1_C,8,0.0
8dl1_C,9,0.802
8dzo_A,0,0.0
8dzo_A,1,0.0
8dzo_A,2,0.0
8dzo_A,3,0.0
8dzo_A,4,0.0
8dzo_A,5,0.961
8dzo_A,6,0.0
8dzo_A,7,0.0
8dzo_A,8,0.53
8dzo_A,9,0.0
8dl1_D,0,0.986
8dl1_D,1,0.0
8dl1_D,2,0.0
8dl1_D,3,0.0
8dl1_D,4,0.0
8dl1_D,5,0.0
8dl1_D,6,0.0
8dl1_D,7,0.0
8dl1_D,8,0.0
8dl1_D,9,0.782
8dl1_D,0,0.986
8dl1_D,1,0.0
8dl1_D,2,0.0
8dl1_D,3,0.0
8dl1_D,4,0.0
8dl1_D,5,0.0
8dl1_D,6,0.0
8dl1_D,7,0.0
8dl1_D,8,0.0
8dl1_D,9,0.782
8dzo_B,0,0.0
8dzo_B,1,0.0
8dzo_B,2,0.0
8dzo_B,3,0.0
8dzo_B,4,0.0
8dzo_B,5,0.922
8dzo_B,6,0.0
8dzo_B,7,0.52
8dzo_B,8,0.599
8dzo_B,9,0.0
8dl2_A,0,0.979
8dl2_A,1,0.0
8dl2_A,2,0.0
8dl2_A,3,0.0
8dl2_A,4,0.0
8dl2_A,5,0.0
8dl2_A,6,0.0
8dl2_A,7,0.0
8dl2_A,8,0.0
8dl2_A,9,0.837
8dl2_A,0,0.979
8dl2_A,1,0.0
8dl2_A,2,0.0
8dl2_A,3,0.0
8dl2_A,4,0.0
8dl2_A,5,0.0
8dl2_A,6,0.0
8dl2_A,7,0.0
8dl2_A,8,0.0
8dl2_A,9,0.837
8dzt_A,0,0.0
8dzt_A,1,0.0
8dzt_A,2,0.0
8dzt_A,3,0.0
8dzt_A,4,0.0
8dzt_A,5,0.992
8dzt_A,6,0.0
8dzt_A,7,0.0
8dzt_A,8,0.0
8dzt_A,9,0.0
8dl2_B,0,0.985
8dl2_B,1,0.0
8dl2_B,2,0.0
8dl2_B,3,0.0
8dl2_B,4,0.0
8dl2_B,5,0.0
8dl2_B,6,0.0
8dl2_B,7,0.0
8dl2_B,8,0.0
8dl2_B,9,0.698
8dl2_B,0,0.985
8dl2_B,1,0.0
8dl2_B,2,0.0
8dl2_B,3,0.0
8dl2_B,4,0.0
8dl2_B,5,0.0
8dl2_B,6,0.0
8dl2_B,7,0.0
8dl2_B,8,0.0
8dl2_B,9,0.698
8e0e_A,0,0.0
8e0e_A,1,0.0
8e0e_A,2,0.0
8e0e_A,3,0.0
8e0e_A,4,0.0
8e0e_A,5,0.635
8e0e_A,6,0.0
8e0e_A,7,0.516
8e0e_A,8,0.543
8e0e_A,9,0.632
8dl2_C,0,0.981
8dl2_C,1,0.0
8dl2_C,2,0.0
8dl2_C,3,0.0
8dl2_C,4,0.0
8dl2_C,5,0.0
8dl2_C,6,0.0
8dl2_C,7,0.0
8dl2_C,8,0.0
8dl2_C,9,0.847
8dl2_C,0,0.981
8dl2_C,1,0.0
8dl2_C,2,0.0
8dl2_C,3,0.0
8dl2_C,4,0.0
8dl2_C,5,0.0
8dl2_C,6,0.0
8dl2_C,7,0.0
8dl2_C,8,0.0
8dl2_C,9,0.847
8e0f_A,0,0.0
8e0f_A,1,0.0
8e0f_A,2,0.0
8e0f_A,3,0.0
8e0f_A,4,0.0
8e0f_A,5,0.861
8e0f_A,6,0.0
8e0f_A,7,0.0
8e0f_A,8,0.0
8e0f_A,9,1.0
8dl2_D,0,0.981
8dl2_D,1,0.0
8dl2_D,2,0.0
8dl2_D,3,0.0
8dl2_D,4,0.0
8dl2_D,5,0.0
8dl2_D,6,0.0
8dl2_D,7,0.0
8dl2_D,8,0.0
8dl2_D,9,0.8
8dl2_D,0,0.981
8dl2_D,1,0.0
8dl2_D,2,0.0
8dl2_D,3,0.0
8dl2_D,4,0.0
8dl2_D,5,0.0
8dl2_D,6,0.0
8dl2_D,7,0.0
8dl2_D,8,0.0
8dl2_D,9,0.8
8e0f_B,0,0.621
8e0f_B,1,0.0
8e0f_B,2,0.0
8e0f_B,3,0.0
8e0f_B,4,0.0
8e0f_B,5,0.904
8e0f_B,6,0.0
8e0f_B,7,0.0
8e0f_B,8,0.0
8e0f_B,9,1.0
8dl6_A,0,0.821
8dl6_A,1,0.0
8dl6_A,2,0.0
8dl6_A,3,0.0
8dl6_A,4,0.0
8dl6_A,5,0.69
8dl6_A,6,0.0
8dl6_A,7,0.0
8dl6_A,8,0.517
8dl6_A,9,0.966
8e0v_B,0,0.0
8e0v_B,1,0.555
8e0v_B,2,0.0
8e0v_B,3,0.0
8e0v_B,4,0.0
8e0v_B,5,0.747
8e0v_B,6,0.968
8e0v_B,7,0.741
8e0v_B,8,0.666
8e0v_B,9,0.863
8dl8_A,0,0.817
8dl8_A,1,0.0
8dl8_A,2,0.0
8dl8_A,3,0.0
8dl8_A,4,0.0
8dl8_A,5,0.784
8dl8_A,6,0.0
8dl8_A,7,0.0
8dl8_A,8,0.0
8dl8_A,9,0.974
8e0v_D,0,0.0
8e0v_D,1,0.538
8e0v_D,2,0.0
8e0v_D,3,0.0
8e0v_D,4,0.0
8e0v_D,5,0.757
8e0v_D,6,0.975
8e0v_D,7,0.774
8e0v_D,8,0.694
8e0v_D,9,0.792
8dnu_A,0,0.719
8dnu_A,1,0.547
8dnu_A,2,0.0
8dnu_A,3,0.0
8dnu_A,4,0.0
8dnu_A,5,0.983
8dnu_A,6,0.958
8dnu_A,7,0.0
8dnu_A,8,0.0
8dnu_A,9,0.853
8e0x_A,0,0.0
8e0x_A,1,0.551
8e0x_A,2,0.0
8e0x_A,3,0.0
8e0x_A,4,0.0
8e0x_A,5,0.742
8e0x_A,6,0.969
8e0x_A,7,0.737
8e0x_A,8,0.663
8e0x_A,9,0.843
8doc_A,0,0.0
8doc_A,1,0.0
8doc_A,2,0.0
8doc_A,3,0.927
8doc_A,4,0.965
8doc_A,5,0.0
8doc_A,6,0.742
8doc_A,7,0.0
8doc_A,8,0.0
8doc_A,9,0.0
8e0x_B,0,0.0
8e0x_B,1,0.564
8e0x_B,2,0.0
8e0x_B,3,0.0
8e0x_B,4,0.0
8e0x_B,5,0.777
8e0x_B,6,0.977
8e0x_B,7,0.74
8e0x_B,8,0.665
8e0x_B,9,0.848
8dpb_A,0,0.0
8dpb_A,1,0.0
8dpb_A,2,0.0
8dpb_A,3,0.0
8dpb_A,4,0.0
8dpb_A,5,0.983
8dpb_A,6,0.753
8dpb_A,7,0.83
8dpb_A,8,0.749
8dpb_A,9,0.0
8e0x_D,0,0.0
8e0x_D,1,0.562
8e0x_D,2,0.0
8e0x_D,3,0.0
8e0x_D,4,0.0
8e0x_D,5,0.747
8e0x_D,6,0.977
8e0x_D,7,0.735
8e0x_D,8,0.662
8e0x_D,9,0.85
8dpb_B,0,0.0
8dpb_B,1,0.0
8dpb_B,2,0.0
8dpb_B,3,0.0
8dpb_B,4,0.0
8dpb_B,5,0.981
8dpb_B,6,0.778
8dpb_B,7,0.778
8dpb_B,8,0.757
8dpb_B,9,0.0
8e1f_D,0,0.0
8e1f_D,1,0.0
8e1f_D,2,0.0
8e1f_D,3,0.0
8e1f_D,4,0.0
8e1f_D,5,0.88
8e1f_D,6,0.577
8e1f_D,7,0.0
8e1f_D,8,0.0
8e1f_D,9,0.851
8dpc_A,0,0.0
8dpc_A,1,0.0
8dpc_A,2,0.718
8dpc_A,3,0.0
8dpc_A,4,0.0
8dpc_A,5,0.0
8dpc_A,6,0.0
8dpc_A,7,0.0
8dpc_A,8,0.0
8dpc_A,9,0.999
8e1h_A,0,0.556
8e1h_A,1,0.0
8e1h_A,2,0.0
8e1h_A,3,0.0
8e1h_A,4,0.0
8e1h_A,5,0.957
8e1h_A,6,0.951
8e1h_A,7,0.833
8e1h_A,8,0.748
8e1h_A,9,0.0
8dpd_A,0,0.0
8dpd_A,1,0.0
8dpd_A,2,0.0
8dpd_A,3,0.0
8dpd_A,4,0.0
8dpd_A,5,0.0
8dpd_A,6,0.0
8dpd_A,7,0.0
8dpd_A,8,0.0
8dpd_A,9,0.784
8e1i_A,0,0.557
8e1i_A,1,0.0
8e1i_A,2,0.0
8e1i_A,3,0.0
8e1i_A,4,0.0
8e1i_A,5,0.957
8e1i_A,6,0.95
8e1i_A,7,0.87
8e1i_A,8,0.765
8e1i_A,9,0.0
8dpr_A,0,0.0
8dpr_A,1,0.0
8dpr_A,2,0.0
8dpr_A,3,0.0
8dpr_A,4,0.0
8dpr_A,5,0.0
8dpr_A,6,0.0
8dpr_A,7,0.0
8dpr_A,8,0.0
8dpr_A,9,0.983
8e2p_B,0,0.0
8e2p_B,1,0.0
8e2p_B,2,0.0
8e2p_B,3,0.0
8e2p_B,4,0.0
8e2p_B,5,0.0
8e2p_B,6,0.0
8e2p_B,7,0.0
8e2p_B,8,0.0
8e2p_B,9,1.0
8dq9_A,0,0.0
8dq9_A,1,0.0
8dq9_A,2,0.0
8dq9_A,3,0.0
8dq9_A,4,0.0
8dq9_A,5,0.516
8dq9_A,6,0.0
8dq9_A,7,0.0
8dq9_A,8,0.0
8dq9_A,9,1.0
8e2q_B,0,0.0
8e2q_B,1,0.0
8e2q_B,2,0.0
8e2q_B,3,0.0
8e2q_B,4,0.0
8e2q_B,5,0.0
8e2q_B,6,0.0
8e2q_B,7,0.0
8e2q_B,8,0.0
8e2q_B,9,1.0
8dq9_B,0,0.0
8dq9_B,1,0.0
8dq9_B,2,0.0
8dq9_B,3,0.0
8dq9_B,4,0.0
8dq9_B,5,0.0
8dq9_B,6,0.613
8dq9_B,7,0.0
8dq9_B,8,0.0
8dq9_B,9,1.0
8e2r_A,0,0.0
8e2r_A,1,0.0
8e2r_A,2,0.0
8e2r_A,3,0.0
8e2r_A,4,0.0
8e2r_A,5,0.0
8e2r_A,6,0.0
8e2r_A,7,0.0
8e2r_A,8,0.0
8e2r_A,9,1.0
8dqb_A,0,0.0
8dqb_A,1,0.0
8dqb_A,2,0.0
8dqb_A,3,0.0
8dqb_A,4,0.0
8dqb_A,5,0.0
8dqb_A,6,0.0
8dqb_A,7,0.0
8dqb_A,8,0.0
8dqb_A,9,1.0
8e2r_B,0,0.0
8e2r_B,1,0.0
8e2r_B,2,0.0
8e2r_B,3,0.0
8e2r_B,4,0.0
8e2r_B,5,0.0
8e2r_B,6,0.0
8e2r_B,7,0.0
8e2r_B,8,0.0
8e2r_B,9,1.0
8dqc_A,0,0.0
8dqc_A,1,0.0
8dqc_A,2,0.0
8dqc_A,3,0.0
8dqc_A,4,0.0
8dqc_A,5,0.0
8dqc_A,6,0.0
8dqc_A,7,0.0
8dqc_A,8,0.0
8dqc_A,9,1.0
8e2s_A,0,0.0
8e2s_A,1,0.0
8e2s_A,2,0.0
8e2s_A,3,0.0
8e2s_A,4,0.0
8e2s_A,5,0.0
8e2s_A,6,0.0
8e2s_A,7,0.0
8e2s_A,8,0.0
8e2s_A,9,1.0
8dqg_A,0,0.0
8dqg_A,1,0.0
8dqg_A,2,0.0
8dqg_A,3,0.0
8dqg_A,4,0.0
8dqg_A,5,0.677
8dqg_A,6,0.0
8dqg_A,7,0.589
8dqg_A,8,0.582
8dqg_A,9,0.0
8e2s_B,0,0.0
8e2s_B,1,0.0
8e2s_B,2,0.0
8e2s_B,3,0.0
8e2s_B,4,0.0
8e2s_B,5,0.0
8e2s_B,6,0.0
8e2s_B,7,0.0
8e2s_B,8,0.0
8e2s_B,9,1.0
8dqg_D,0,0.85
8dqg_D,1,0.0
8dqg_D,2,0.0
8dqg_D,3,0.0
8dqg_D,4,0.0
8dqg_D,5,0.988
8dqg_D,6,0.583
8dqg_D,7,0.0
8dqg_D,8,0.0
8dqg_D,9,0.0
8glp_LY,0,0.0
8glp_LY,1,0.0
8glp_LY,2,0.0
8glp_LY,3,0.0
8glp_LY,4,0.0
8glp_LY,5,0.0
8glp_LY,6,0.0
8glp_LY,7,0.0
8glp_LY,8,0.0
8glp_LY,9,0.0
8e3d_B,0,0.0
8e3d_B,1,0.0
8e3d_B,2,0.0
8e3d_B,3,0.0
8e3d_B,4,0.0
8e3d_B,5,0.0
8e3d_B,6,0.0
8e3d_B,7,0.0
8e3d_B,8,0.0
8e3d_B,9,1.0
8f5u_D,0,0.506
8f5u_D,1,0.0
8f5u_D,2,0.0
8f5u_D,3,0.0
8f5u_D,4,0.0
8f5u_D,5,0.992
8f5u_D,6,0.777
8f5u_D,7,0.0
8f5u_D,8,0.0
8f5u_D,9,0.0
8e3e_F,0,0.0
8e3e_F,1,0.0
8e3e_F,2,0.0
8e3e_F,3,0.0
8e3e_F,4,0.0
8e3e_F,5,0.0
8e3e_F,6,0.0
8e3e_F,7,0.0
8e3e_F,8,0.0
8e3e_F,9,1.0
8f5u_C,0,0.509
8f5u_C,1,0.0
8f5u_C,2,0.0
8f5u_C,3,0.0
8f5u_C,4,0.0
8f5u_C,5,0.992
8f5u_C,6,0.791
8f5u_C,7,0.0
8f5u_C,8,0.0
8f5u_C,9,0.0
8e3i_C,0,0.0
8e3i_C,1,0.0
8e3i_C,2,0.0
8e3i_C,3,0.0
8e3i_C,4,0.0
8e3i_C,5,0.0
8e3i_C,6,0.0
8e3i_C,7,0.0
8e3i_C,8,0.0
8e3i_C,9,1.0
8f5v_A,0,0.0
8f5v_A,1,0.0
8f5v_A,2,0.0
8f5v_A,3,0.884
8f5v_A,4,0.971
8f5v_A,5,0.0
8f5v_A,6,0.0
8f5v_A,7,0.0
8f5v_A,8,0.0
8f5v_A,9,0.0
8e3t_B,0,0.0
8e3t_B,1,0.512
8e3t_B,2,0.0
8e3t_B,3,0.0
8e3t_B,4,0.852
8e3t_B,5,0.0
8e3t_B,6,0.0
8e3t_B,7,0.0
8e3t_B,8,0.571
8e3t_B,9,0.977
8f6m_D,0,0.514
8f6m_D,1,0.0
8f6m_D,2,0.0
8f6m_D,3,0.0
8f6m_D,4,0.0
8f6m_D,5,0.992
8f6m_D,6,0.779
8f6m_D,7,0.0
8f6m_D,8,0.0
8f6m_D,9,0.0
8e51_B,0,0.999
8e51_B,1,0.0
8e51_B,2,0.0
8e51_B,3,0.0
8e51_B,4,0.0
8e51_B,5,0.0
8e51_B,6,0.0
8e51_B,7,0.0
8e51_B,8,0.0
8e51_B,9,0.727
8f6m_F,0,0.509
8f6m_F,1,0.0
8f6m_F,2,0.0
8f6m_F,3,0.0
8f6m_F,4,0.0
8f6m_F,5,0.992
8f6m_F,6,0.795
8f6m_F,7,0.0
8f6m_F,8,0.0
8f6m_F,9,0.0
8e51_C,0,0.999
8e51_C,1,0.0
8e51_C,2,0.0
8e51_C,3,0.0
8e51_C,4,0.0
8e51_C,5,0.0
8e51_C,6,0.0
8e51_C,7,0.0
8e51_C,8,0.0
8e51_C,9,0.0
8f6m_G,0,0.0
8f6m_G,1,0.0
8f6m_G,2,0.0
8f6m_G,3,0.0
8f6m_G,4,0.0
